"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.684697745E2,1.769950570E0,-5.394693786E-1,1.664131608E0
2.684797045E2,1.520702624E0,-5.203238404E-1,1.470549009E0
2.684896335E2,1.149147737E0,-4.982774985E-1,1.297797700E0
2.684995635E2,6.665556872E-1,-4.868070155E-1,1.223528706E0
2.685094925E2,1.227424486E-1,-5.026401061E-1,1.111182716E0
2.685194215E2,-4.405084331E-1,-5.901208842E-1,1.003073473E0
2.685293515E2,-8.206456071E-1,-7.597790158E-1,8.810970461E-1
2.685392805E2,-9.704490063E-1,-1.023224732E0,6.352450168E-1
2.685492095E2,-9.973434209E-1,-1.330434519E0,2.347937751E-1
2.685591395E2,-9.779443328E-1,-1.739816798E0,-1.444192465E-1
2.685690685E2,-9.390198568E-1,-2.155456182E0,-3.959547329E-1
2.685789985E2,-7.790811863E-1,-2.492537055E0,-6.440287042E-1
2.685889275E2,-5.645248438E-1,-2.793559903E0,-7.771499240E-1
2.685988565E2,-3.869135488E-1,-3.077595420E0,-7.770879436E-1
2.686087865E2,-1.180239649E-1,-3.270206212E0,-6.213654810E-1
2.686187155E2,2.627125853E-1,-3.435075474E0,-3.981690735E-1
2.686286445E2,5.864661186E-1,-3.609631818E0,-1.859853119E-1
2.686385745E2,8.196149623E-1,-3.747154822E0,1.404091666E-2
2.686485035E2,9.614079684E-1,-3.805362684E0,-6.313238740E-3
2.686584335E2,9.822197438E-1,-3.776020187E0,-2.018166482E-1
2.686683625E2,7.885139146E-1,-3.521680924E0,-3.869242930E-1
2.686782915E2,6.704646970E-1,-2.962436262E0,-6.338779378E-1
2.686882215E2,6.235344326E-1,-2.263674695E0,-7.137824786E-1
2.686981505E2,5.849058987E-1,-1.286397384E0,-6.072391927E-1
2.687080805E2,2.722228988E-1,-4.642847103E-1,-3.107900369E-1
2.687180095E2,4.760342516E-2,3.198333406E-1,-3.964751351E-1
2.687279385E2,1.136561313E-1,1.074521770E0,-3.155005538E-1
2.687378685E2,1.241820697E-1,1.500134166E0,-5.075383186E-2
2.687477975E2,2.054838026E-1,1.701406438E0,1.624110925E-1
2.687577265E2,3.335436726E-1,1.846054274E0,6.453222910E-2
2.687676565E2,4.121239652E-1,1.929620926E0,-4.515944982E-1
2.687775855E2,5.633860255E-1,2.317098951E0,-1.758209800E0
2.687875155E2,4.233417023E-1,2.720744526E0,-2.880019172E0
2.687974445E2,1.486091054E-1,3.258538678E0,-3.325824927E0
2.688073735E2,2.233044349E-2,3.882895594E0,-3.301011683E0
2.688173035E2,1.241108798E-1,4.635840384E0,-2.701407784E0
2.688272325E2,-2.585322281E-1,5.339568576E0,-1.801465162E0
2.688371615E2,-1.021584077E0,6.200547107E0,-3.709485304E-1
2.688470915E2,-1.855857570E0,6.912545600E0,1.153000760E0
2.688570205E2,-2.660680758E0,7.020914971E0,2.295657796E0
2.688669505E2,-2.997673922E0,6.332218217E0,3.290910033E0
2.688768795E2,-2.703156979E0,4.957976943E0,3.929871540E0
2.688868085E2,-1.644140562E0,3.426885279E0,4.000096600E0
2.688967385E2,-2.122530876E-1,1.981430181E0,3.807630819E0
2.689066675E2,1.027123509E0,7.449422908E-1,3.407780671E0
2.689165965E2,1.811005479E0,-2.655010128E-1,2.993700739E0
2.689265265E2,2.064641322E0,-1.025029768E0,2.664800706E0
2.689364555E2,1.648270158E0,-1.572196421E0,2.392542651E0
2.689463855E2,8.764754800E-1,-1.905698213E0,1.893025542E0
2.689563145E2,-3.980448201E-2,-2.094637538E0,1.306356854E0
2.689662435E2,-9.124444078E-1,-2.213397996E0,8.176875738E-1
2.689761735E2,-1.684533713E0,-2.115827848E0,3.841725934E-1
2.689861025E2,-2.176225054E0,-1.901019271E0,-2.196950217E-1
2.689960315E2,-2.310518348E0,-1.643196822E0,-6.794850504E-1
2.690059615E2,-2.070774028E0,-1.483038661E0,-6.664516068E-1
2.690158905E2,-1.516806040E0,-1.304552988E0,-5.054402646E-1
2.690258205E2,-8.652649789E-1,-1.216743012E0,-2.268719673E-1
2.690357495E2,-3.463266362E-1,-1.241077954E0,2.986067784E-1
2.690456785E2,-1.817424260E-2,-1.358623361E0,8.027139509E-1
2.690556085E2,3.656736841E-1,-1.492369063E0,1.186147456E0
2.690655375E2,6.976549807E-1,-1.683994600E0,1.424311566E0
2.690754665E2,9.115690796E-1,-1.997379631E0,1.542232364E0
2.690853965E2,1.071005474E0,-2.340694805E0,1.524068574E0
2.690953255E2,1.053884608E0,-2.710415420E0,1.196392947E0
2.691052555E2,9.061392090E-1,-3.060902789E0,7.251576519E-1
2.691151845E2,8.341781107E-1,-3.268792355E0,1.773180024E-1
2.691251135E2,7.887317964E-1,-3.394667121E0,-2.764563560E-1
2.691350435E2,5.815141482E-1,-3.565195318E0,-5.726657760E-1
2.691449725E2,3.367807643E-1,-3.672671235E0,-5.427444041E-1
2.691549025E2,9.402964136E-2,-3.767725326E0,-5.822797680E-1
2.691648315E2,1.640173227E-2,-3.772290248E0,-7.866364467E-1
2.691747605E2,6.822385043E-3,-3.686032707E0,-1.084442157E0
2.691846905E2,-5.991192374E-2,-3.583331042E0,-1.355084041E0
2.691946195E2,-3.061864144E-1,-3.354022540E0,-1.511642071E0
2.692045494E2,-5.855300524E-1,-2.977929629E0,-1.698250111E0
2.692144794E2,-7.245199399E-1,-2.580686755E0,-2.018781610E0
2.692244084E2,-8.032520409E-1,-2.029100776E0,-2.241362890E0
2.692343384E2,-7.690752116E-1,-1.378702700E0,-2.257305908E0
2.692442674E2,-5.178810930E-1,-6.464126140E-1,-2.046737148E0
2.692541964E2,-2.518746980E-1,1.662228924E-1,-1.717361151E0
2.692641264E2,-3.049292996E-1,8.526865947E-1,-1.031395047E0
2.692740554E2,-7.383593492E-1,1.410513307E0,-6.209906745E-1
2.692839844E2,-1.263772898E0,1.907895012E0,-4.051652670E-1
2.692939144E2,-1.546221773E0,2.275150441E0,-2.555081030E-1
2.693038434E2,-1.413017669E0,2.653030846E0,-3.410096169E-1
2.693137734E2,-1.197789555E0,2.944872395E0,-5.867657518E-1
2.693237024E2,-1.209283865E0,3.000541397E0,-6.793529034E-1
2.693336314E2,-1.256967909E0,3.154366438E0,-1.214354424E0
2.693435614E2,-1.018898231E0,3.373668600E0,-1.949797329E0
2.693534904E2,-4.744782344E-1,3.643428140E0,-2.622749870E0
2.693634194E2,1.357905286E-1,4.008474491E0,-3.336210752E0
2.693733494E2,5.216753512E-1,4.296936350E0,-3.637825338E0
2.693832784E2,5.253750307E-1,4.528073276E0,-3.193291937E0
2.693932084E2,1.612923192E-1,4.697884020E0,-2.175875244E0
2.694031374E2,-7.568910029E-2,4.835163195E0,-8.838265995E-1
2.694130664E2,-2.258872779E-1,4.828323707E0,8.871044755E-2
2.694229964E2,-4.566460539E-1,4.208499552E0,1.661799738E0
2.694329254E2,-1.439938250E-1,3.523367261E0,2.722202822E0
2.694428544E2,9.137908754E-1,2.841979526E0,3.157260225E0
2.694527844E2,2.115121796E0,2.123386543E0,2.945039041E0
2.694627134E2,2.911054439E0,1.302291285E0,2.756391492E0
2.694726434E2,3.127247929E0,4.987154549E-1,2.828693483E0
2.694825724E2,2.827960827E0,-2.786104703E-1,2.926624990E0
2.694925014E2,2.480884431E0,-8.287095022E-1,2.725494804E0
2.695024314E2,2.237734108E0,-1.194426529E0,2.169027131E0
2.695123604E2,2.234961504E0,-1.273472698E0,1.516233305E0
2.695222894E2,2.221164268E0,-1.208696659E0,1.170256990E0
2.695322194E2,1.957268462E0,-1.080026339E0,1.032369120E0
2.695421484E2,1.449456348E0,-9.761417824E-1,1.099227572E0
2.695520784E2,8.477562956E-1,-8.718210232E-1,1.097336363E0
2.695620074E2,1.560049744E-1,-9.416619211E-1,1.315829344E0
2.695719364E2,-3.505120732E-1,-1.080023416E0,1.389623544E0
2.695818664E2,-5.738548804E-1,-1.298981761E0,1.180294393E0
2.695917954E2,-6.667020138E-1,-1.669946079E0,8.297269177E-1
2.696017244E2,-5.945923231E-1,-2.003003483E0,2.021277384E-1
2.696116544E2,-3.704462546E-1,-2.318994033E0,-5.094760859E-1
2.696215834E2,-2.204431730E-1,-2.655536377E0,-9.861738503E-1
2.696315134E2,-9.221967230E-2,-2.947618248E0,-1.263169904E0
2.696414424E2,8.863649854E-2,-3.156818760E0,-1.254203784E0
2.696513714E2,2.183420857E-1,-3.354842904E0,-1.071672422E0
2.696613014E2,3.062778320E-1,-3.414363467E0,-9.136192596E-1
2.696712304E2,3.499785513E-1,-3.450855355E0,-6.232085234E-1
2.696811594E2,3.958297852E-1,-3.391855195E0,-4.131168956E-1
2.696910894E2,3.930312712E-1,-3.318391947E0,-4.432084215E-1
2.697010184E2,4.348556008E-1,-3.279810264E0,-5.849741650E-1
2.697109484E2,6.102801834E-1,-3.195792791E0,-7.466011459E-1
2.697208774E2,8.445797226E-1,-3.031653847E0,-9.600508296E-1
2.697308064E2,1.000056675E0,-2.756502589E0,-1.057600513E0
2.697407364E2,1.030769395E0,-2.385415480E0,-9.994610631E-1
2.697506654E2,1.091558510E0,-1.928378393E0,-8.836294752E-1
2.697605954E2,1.156525900E0,-1.455273158E0,-6.876612121E-1
2.697705244E2,1.064423337E0,-9.424115342E-1,-6.102949476E-1
2.697804534E2,8.239418288E-1,-4.109019703E-1,-3.440934384E-1
2.697903834E2,4.454017852E-1,2.013441932E-1,-6.402116418E-2
2.698003124E2,9.319654103E-2,8.583589786E-1,-1.721724343E-1
2.698102414E2,-1.573094700E-1,1.411252395E0,-5.631090868E-1
2.698201714E2,-2.871756911E-1,1.793108906E0,-9.655752790E-1
2.698301004E2,-2.075003977E-1,2.212562429E0,-1.306672604E0
2.698400304E2,8.271354318E-2,2.678719418E0,-1.450627545E0
2.698499594E2,1.707208630E-1,3.154218503E0,-1.444269283E0
2.698598884E2,4.179622639E-2,3.772580854E0,-1.403829939E0
2.698698184E2,-1.157777570E-1,4.590703388E0,-1.296921787E0
2.698797474E2,-5.091047146E-1,5.362912415E0,-1.156392145E0
2.698896764E2,-1.228669870E0,5.985311683E0,-8.134003222E-1
2.698996064E2,-1.986463172E0,6.448688906E0,-1.961085963E-1
2.699095354E2,-2.416721034E0,6.660397874E0,3.436969972E-1
2.699194654E2,-2.507290457E0,6.592706997E0,8.307759082E-1
2.699293944E2,-2.239093293E0,6.168683875E0,1.514762145E0
2.699393234E2,-1.865799737E0,5.245626040E0,2.377891867E0
2.699492534E2,-1.282453583E0,4.080451961E0,2.969329544E0
2.699591824E2,-5.028034992E-1,3.018522170E0,3.185868312E0
2.699691114E2,2.557777510E-1,2.082312192E0,3.211137639E0
2.699790414E2,8.442216537E-1,1.397976876E0,2.958218665E0
2.699889704E2,8.895087775E-1,7.405656499E-1,2.682104956E0
2.699988994E2,2.807285876E-1,7.045017779E-2,2.483341724E0
2.700088294E2,-6.439970561E-1,-5.550679958E-1,2.395996016E0
2.700187584E2,-1.636365958E0,-1.167287847E0,2.182190383E0
2.700286884E2,-2.265789195E0,-1.627535055E0,1.723603638E0
2.700386174E2,-2.293259853E0,-1.933882962E0,1.054857584E0
2.700485464E2,-2.029272099E0,-2.210753301E0,4.904141994E-1
2.700584764E2,-1.566868146E0,-2.362104385E0,4.127322949E-2
2.700684054E2,-1.030116845E0,-2.360341449E0,-2.019207287E-1
2.700783344E2,-6.937233129E-1,-2.375779853E0,-1.848959390E-1
2.700882644E2,-5.854775006E-1,-2.416170080E0,-1.044148993E-1
2.700981934E2,-4.925086355E-1,-2.458622620E0,9.664278030E-3
2.701081234E2,-2.734943028E-1,-2.569615052E0,2.493639036E-1
2.701180524E2,7.071229750E-2,-2.757304827E0,4.729345329E-1
2.701279814E2,4.728732468E-1,-2.949963566E0,5.969796681E-1
2.701379114E2,8.091324395E-1,-3.140731900E0,5.374222684E-1
2.701478404E2,1.017588236E0,-3.351219385E0,4.206943023E-1
2.701577694E2,1.107318291E0,-3.560369611E0,3.250186880E-1
2.701676994E2,1.194270920E0,-3.661420022E0,7.238271911E-2
2.701776284E2,1.079517924E0,-3.656005501E0,-1.768735592E-1
2.701875584E2,8.513334028E-1,-3.626157804E0,-3.494857407E-1
2.701974874E2,7.717830572E-1,-3.475836999E0,-4.681936105E-1
2.702074161E2,6.304225257E-1,-3.277528680E0,-6.900334275E-1
2.702173461E2,3.760042524E-1,-3.216526433E0,-7.154056656E-1
2.702272751E2,2.950241894E-1,-3.075279338E0,-8.721660089E-1
2.702372041E2,2.918331628E-1,-2.884708055E0,-1.110700833E0
2.702471341E2,1.642168406E-1,-2.729018921E0,-1.208454584E0
2.702570631E2,-2.518715551E-2,-2.514758813E0,-1.217769198E0
2.702669931E2,-1.604995464E-1,-2.298188471E0,-1.312827383E0
2.702769221E2,-1.300563287E-1,-1.946755607E0,-1.730724378E0
2.702868511E2,-2.272961280E-1,-1.601538334E0,-2.114714538E0
2.702967811E2,-2.433818731E-1,-1.224674175E0,-2.303024118E0
2.703067101E2,-1.248284428E-1,-7.596264035E-1,-2.299787099E0
2.703166401E2,4.454477406E-2,-2.285454404E-1,-1.871503111E0
2.703265691E2,1.639888723E-1,4.052664238E-1,-1.593816501E0
2.703364981E2,1.418155727E-1,1.034422150E0,-1.575920513E0
2.703464281E2,1.190136792E-1,1.650317561E0,-1.634365772E0
2.703563571E2,4.768708146E-2,2.185578114E0,-1.541178696E0
2.703662861E2,-2.857103971E-2,2.548925264E0,-1.259869151E0
2.703762161E2,-2.276440556E-1,2.941994981E0,-1.113094683E0
2.703861451E2,-7.389544496E-1,3.286314121E0,-1.067260698E0
2.703960741E2,-1.389002716E0,3.558743500E0,-1.353980087E0
2.704060041E2,-1.852440896E0,3.659825487E0,-1.570235850E0
2.704159331E2,-1.422279367E0,3.861027008E0,-2.020417660E0
2.704258631E2,-2.356308040E-1,4.294331415E0,-2.624015207E0
2.704357921E2,6.630678231E-1,4.611320670E0,-2.689315742E0
2.704457211E2,1.096465567E0,4.780416884E0,-2.035549085E0
2.704556511E2,1.093215392E0,4.878099300E0,-7.898734653E-1
2.704655801E2,7.305745125E-1,4.812781808E0,5.067360806E-1
2.704755091E2,2.913681447E-1,4.303315662E0,1.730861202E0
2.704854391E2,6.432533360E-3,3.397901216E0,2.665304736E0
2.704953681E2,3.735192953E-1,2.430610948E0,2.778127931E0
2.705052981E2,1.412436895E0,1.641012887E0,2.086833844E0
2.705152271E2,2.601169843E0,9.792127401E-1,1.431783139E0
2.705251561E2,3.346163005E0,4.983961970E-1,1.511691188E0
2.705350861E2,3.324549065E0,1.546167541E-1,1.962398078E0
2.705450151E2,2.701864452E0,-2.040555471E-1,2.232286842E0
2.705549441E2,1.714464148E0,-6.021187860E-1,2.259642456E0
2.705648741E2,8.776308898E-1,-8.561955088E-1,2.098017229E0
2.705748031E2,3.109193335E-1,-1.083000818E0,1.755479150E0
2.705847331E2,1.527799152E-1,-1.246701806E0,1.156946461E0
2.705946621E2,3.071387796E-1,-1.399231104E0,8.187271357E-1
2.706045911E2,4.746525545E-1,-1.563726144E0,7.458719981E-1
2.706145211E2,6.363062134E-1,-1.615079901E0,8.573281145E-1
2.706244501E2,6.212334070E-1,-1.627739123E0,9.869515300E-1
2.706343791E2,3.486665092E-1,-1.695016016E0,1.039802173E0
2.706443091E2,1.746752893E-2,-1.712074683E0,9.825631946E-1
2.706542381E2,-3.569524889E-1,-1.746556883E0,8.471323246E-1
2.706641681E2,-8.080443458E-1,-1.766935015E0,4.858305305E-1
2.706740971E2,-1.266741822E0,-1.907682173E0,4.959374428E-2
2.706840261E2,-1.540639437E0,-2.082678813E0,-5.569531381E-1
2.706939561E2,-1.686723349E0,-2.340603588E0,-1.072113302E0
2.707038851E2,-1.689539368E0,-2.642308806E0,-1.304965217E0
2.707138141E2,-1.513990020E0,-2.927119664E0,-1.400478900E0
2.707237441E2,-1.193459326E0,-3.154386318E0,-1.524921098E0
2.707336731E2,-7.295899875E-1,-3.288722005E0,-1.439536546E0
2.707436031E2,-2.639851221E-1,-3.445392886E0,-1.147298555E0
2.707535321E2,1.513568400E-1,-3.702164590E0,-8.297040405E-1
2.707634611E2,5.084392284E-1,-3.808003287E0,-7.587130684E-1
2.707733911E2,7.226646184E-1,-3.862629730E0,-7.578587902E-1
2.707833201E2,8.475199950E-1,-3.736276077E0,-8.742791927E-1
2.707932491E2,9.172088653E-1,-3.470294423E0,-8.274535203E-1
2.708031791E2,9.479924092E-1,-3.022174340E0,-5.827411133E-1
2.708131081E2,1.065506387E0,-2.338613781E0,-4.519014770E-1
2.708230381E2,9.459307540E-1,-1.684202760E0,-2.906276679E-1
2.708329671E2,6.872795351E-1,-1.029270169E0,-1.700650978E-1
2.708428961E2,5.913223043E-1,-3.549090332E-1,6.000007052E-2
2.708528261E2,4.146501817E-1,2.186256391E-1,2.702279019E-1
2.708627551E2,8.403592754E-2,7.462853962E-1,5.418012482E-1
2.708726841E2,-3.466646053E-1,1.216862880E0,7.418572998E-1
2.708826141E2,-5.328649120E-1,1.777213835E0,2.947727225E-1
2.708925431E2,-4.625400108E-1,2.402015725E0,-6.420160925E-1
2.709024721E2,-4.951311117E-1,2.979328868E0,-1.613958405E0
2.709124021E2,-5.107148916E-1,3.602114053E0,-2.280446849E0
2.709223311E2,-3.697526287E-1,4.258731228E0,-2.413789678E0
2.709322611E2,-1.252419871E-1,4.906905023E0,-2.161347252E0
2.709421901E2,-2.149424962E-1,5.376371536E0,-1.750446451E0
2.709521191E2,-5.527772760E-1,5.764851773E0,-1.032200208E0
2.709620491E2,-1.006383143E0,6.230380186E0,-1.142037596E-1
2.709719781E2,-1.660862137E0,6.598347806E0,7.587247628E-1
2.709819071E2,-2.380823953E0,6.535489653E0,1.805940036E0
2.709918371E2,-2.752355159E0,5.831274973E0,3.214883366E0
2.710017661E2,-2.415377782E0,4.731272206E0,3.877823719E0
2.710116961E2,-1.249731102E0,3.583920441E0,4.010956049E0
2.710216251E2,1.289007270E-1,2.428600091E0,4.074276717E0
2.710315541E2,1.101522093E0,1.293416966E0,4.084276625E0
2.710414841E2,1.610563365E0,3.047720826E-1,4.026354691E0
2.710514131E2,1.362972812E0,-5.215880084E-1,3.787146268E0
2.710613421E2,4.972384848E-1,-1.221668122E0,3.323080244E0
2.710712721E2,-4.271673162E-1,-1.509137709E0,2.537091084E0
2.710812011E2,-1.437063467E0,-1.609452540E0,1.492920456E0
2.710911311E2,-2.135985247E0,-1.385301282E0,2.780672640E-1
2.711010601E2,-2.541156653E0,-1.014851519E0,-9.068049145E-1
2.711109891E2,-2.700323126E0,-6.328394723E-1,-1.745296224E0
2.711209191E2,-2.639148386E0,-3.268798202E-1,-2.143277602E0
2.711308481E2,-2.627785492E0,-2.536732650E-1,-1.951639786E0
2.711407771E2,-2.425188533E0,-3.896824247E-1,-1.298389438E0
2.711507071E2,-1.831995668E0,-6.120397568E-1,-6.708820421E-1
2.711606361E2,-9.615420889E-1,-9.669183844E-1,-2.882845424E-2
2.711705651E2,6.698831549E-2,-1.385871971E0,6.513131654E-1
2.711804951E2,8.682657699E-1,-1.871007267E0,1.136799880E0
2.711904241E2,1.393531677E0,-2.333955304E0,1.439951699E0
2.712003541E2,1.673961362E0,-2.831532891E0,1.596535456E0
2.712102832E2,1.694416823E0,-3.292035037E0,1.438202212E0
2.712202123E2,1.494904270E0,-3.697159374E0,9.494287777E-1
2.712301423E2,1.269419847E0,-4.025605663E0,2.980290735E-1
2.712400713E2,8.984147447E-1,-4.222051644E0,-2.379845641E-1
2.712500003E2,4.873166004E-1,-4.349717411E0,-7.013700092E-1
2.712599303E2,1.621146752E-1,-4.403036417E0,-1.221264664E0
2.712698592E2,-8.657515403E-3,-4.342676779E0,-1.658041148E0
2.712797892E2,-4.123095595E-2,-4.239091600E0,-1.817193003E0
2.712897183E2,-5.365979754E-2,-4.083278505E0,-1.709980795E0
2.712996473E2,-5.754135288E-2,-3.831664045E0,-1.499606162E0
2.713095773E2,-1.001483688E-2,-3.446179336E0,-1.281332526E0
2.713195063E2,6.917960524E-2,-2.914145862E0,-1.139156892E0
2.713294352E2,5.493173140E-2,-2.382394223E0,-1.139686065E0
2.713393652E2,4.222329240E-4,-1.968024854E0,-1.191021110E0
2.713492943E2,-1.285350933E-1,-1.497695292E0,-1.352297258E0
2.713592243E2,-2.707362077E-1,-9.640982723E-1,-1.615282799E0
2.713691533E2,-2.235611276E-1,-2.531359059E-1,-1.785835555E0
2.713790823E2,-1.289223891E-1,6.095751554E-1,-1.742811742E0
2.713890123E2,-3.142688013E-1,1.403684344E0,-1.526510371E0
2.713989412E2,-6.350963514E-1,2.067377819E0,-1.239010963E0
2.714088703E2,-9.716865695E-1,2.656046839E0,-9.301002216E-1
2.714188003E2,-1.428035219E0,3.075333717E0,-9.409327734E-1
2.714287293E2,-1.864697391E0,3.388542162E0,-1.214790627E0
2.714386583E2,-2.247990563E0,3.606693007E0,-1.566736876E0
2.714485883E2,-2.204227662E0,3.884977203E0,-2.056628298E0
2.714585172E2,-1.501094279E0,4.331203957E0,-2.157650642E0
2.714684472E2,-7.334405983E-1,4.629838802E0,-2.002505300E0
2.714783763E2,5.320383349E-2,5.002608740E0,-1.915584100E0
2.714883053E2,5.951568352E-1,5.465190741E0,-1.507047329E0
2.714982353E2,4.000899203E-1,5.666516224E0,-7.451867044E-1
2.715081643E2,-1.123004909E-1,5.522784061E0,4.263298853E-1
2.715180932E2,-4.872916035E-1,5.212873446E0,1.497245057E0
2.715280232E2,-5.890110096E-1,4.551638725E0,2.221347871E0
2.715379523E2,-2.029571842E-1,3.690913963E0,2.735112305E0
2.715478823E2,6.492463209E-1,2.908191642E0,2.877255778E0
2.715578113E2,1.517399678E0,2.122363281E0,2.859309504E0
2.715677403E2,1.967293952E0,1.306427606E0,2.722668260E0
2.715776703E2,2.015372244E0,4.975097591E-1,2.442327014E0
2.715875992E2,1.867289608E0,-2.374092346E-1,2.009112654E0
2.715975283E2,1.712749306E0,-7.904119939E-1,1.422611196E0
2.716074583E2,1.649078828E0,-1.163812262E0,8.386836827E-1
2.716173873E2,1.723246081E0,-1.304852951E0,3.159870422E-1
2.716273173E2,1.646649310E0,-1.321136861E0,-8.896428980E-2
2.716372463E2,1.237294806E0,-1.262605648E0,-2.215638284E-1
2.716471752E2,5.107641544E-1,-1.229741957E0,-9.465585988E-2
2.716571052E2,-2.436578616E-1,-1.285154266E0,1.336592368E-1
2.716670343E2,-7.579400665E-1,-1.386004118E0,4.113586744E-1
2.716769633E2,-1.082748072E0,-1.643045379E0,7.066161311E-1
2.716868933E2,-1.042718838E0,-1.989978810E0,8.334831691E-1
2.716968222E2,-6.405822091E-1,-2.383463679E0,6.264543128E-1
2.717067512E2,-6.467184965E-2,-2.778164184E0,3.075740683E-1
2.717166812E2,5.062153861E-1,-3.170311210E0,1.265992355E-1
2.717266103E2,1.055581543E0,-3.441464142E0,5.442236583E-2
2.717365403E2,1.387372951E0,-3.663771772E0,1.093721688E-1
2.717464693E2,1.482147546E0,-3.836460516E0,2.131029439E-1
2.717563982E2,1.419117631E0,-3.892654597E0,2.003718013E-1
2.717663282E2,1.203053876E0,-3.958160369E0,1.441549067E-1
2.717762572E2,1.016138126E0,-3.937755926E0,-1.098516405E-2
2.717861863E2,8.961882712E-1,-3.849914374E0,-2.863217783E-1
2.717961163E2,7.877210321E-1,-3.769225722E0,-4.675462872E-1
2.718060453E2,6.991945526E-1,-3.594548925E0,-6.106299931E-1
2.718159753E2,6.160310662E-1,-3.337926909E0,-6.647921669E-1
2.718259042E2,5.624361088E-1,-3.012284360E0,-6.338837850E-1
2.718358332E2,4.659415188E-1,-2.652060792E0,-5.463538903E-1
2.718457632E2,5.455146687E-1,-2.125388630E0,-5.447675407E-1
2.718556923E2,7.603249995E-1,-1.511116406E0,-4.980874640E-1
2.718656213E2,8.117397860E-1,-8.822068477E-1,-4.565459204E-1
2.718755513E2,6.349080710E-1,-3.085967463E-1,-4.933997512E-1
2.718854802E2,4.970720950E-1,3.312570459E-1,-6.105767834E-1
2.718954092E2,3.450016572E-1,9.969315577E-1,-6.398385894E-1
2.719053392E2,1.046924959E-1,1.452496315E0,-7.558415008E-1
2.719152683E2,-5.601354852E-2,1.941149297E0,-9.345803583E-1
2.719251983E2,-1.649964389E-1,2.471843759E0,-1.205860759E0
2.719351273E2,-3.276339649E-1,2.893999280E0,-1.400411657E0
2.719450562E2,-4.221404649E-1,3.352864206E0,-1.734742584E0
2.719549862E2,-4.837887559E-1,3.842354509E0,-2.126273314E0
2.719649152E2,-4.949833234E-1,4.425453472E0,-2.235582333E0
2.719748443E2,-7.443629779E-1,5.007342646E0,-2.024389089E0
2.719847743E2,-1.110339328E0,5.629960016E0,-1.381811664E0
2.719947033E2,-1.461866478E0,6.312423638E0,-5.628523940E-1
2.720046322E2,-1.773496468E0,6.674183854E0,5.199601436E-1
2.720145622E2,-1.960420258E0,6.682207403E0,1.677633998E0
2.720244912E2,-1.897850372E0,6.266280336E0,2.625768787E0
2.720344212E2,-1.581564830E0,5.500176972E0,3.394357803E0
2.720443503E2,-1.229349170E0,4.320209438E0,3.788570065E0
2.720542793E2,-7.802303834E-1,3.051045552E0,3.602858988E0
2.720642093E2,-2.010742346E-1,1.890352196E0,3.101743251E0
2.720741382E2,2.041970132E-1,8.467119098E-1,2.770332423E0
2.720840672E2,4.806210268E-2,-8.951560915E-2,2.576417702E0
2.720939972E2,-4.565568474E-1,-8.652259487E-1,2.453685815E0
2.721039263E2,-1.077407371E0,-1.437571882E0,2.254257170E0
2.721138563E2,-1.608820749E0,-1.892472981E0,1.838331857E0
2.721237853E2,-1.775996152E0,-2.156101715E0,1.243915608E0
2.721337142E2,-1.775064106E0,-2.266561466E0,5.591072524E-1
2.721436442E2,-1.738444164E0,-2.253148538E0,-2.029194331E-1
2.721535732E2,-1.634288881E0,-2.115195764E0,-5.082247818E-1
2.721635023E2,-1.437575975E0,-1.928169063E0,-3.891590989E-1
2.721734323E2,-1.282823127E0,-1.753812693E0,3.189308960E-2
2.721833613E2,-1.025826305E0,-1.632988168E0,4.383224515E-1
2.721932902E2,-6.786791579E-1,-1.563413318E0,6.958280182E-1
2.722032202E2,-4.000383918E-1,-1.660159594E0,8.965512371E-1
2.722131497E2,-1.013082006E-1,-1.805022023E0,9.875573015E-1
2.722230797E2,1.075408208E-1,-2.047185044E0,1.020408128E0
2.722330088E2,2.756225431E-1,-2.357247688E0,9.553847516E-1
2.722429378E2,4.902143708E-1,-2.642289510E0,7.523448658E-1
2.722528678E2,6.918741310E-1,-2.915939788E0,4.492485952E-1
2.722627968E2,7.484550056E-1,-3.186747733E0,1.538156855E-1
2.722727257E2,7.143022960E-1,-3.388845048E0,-9.045057893E-2
2.722826557E2,6.292704780E-1,-3.430188371E0,-3.671396542E-1
2.722925848E2,3.046783078E-1,-3.457520596E0,-5.540178359E-1
2.723025148E2,-1.622675434E-2,-3.383910583E0,-7.171165609E-1
2.723124438E2,-2.820055647E-1,-3.279369968E0,-9.610600591E-1
2.723223728E2,-3.187377552E-1,-3.102317448E0,-1.129146459E0
2.723323028E2,-2.373420282E-1,-2.926290529E0,-1.214806999E0
2.723422317E2,-3.478997200E-1,-2.863677959E0,-1.219829757E0
2.723521608E2,-3.992315491E-1,-2.819718007E0,-1.254164608E0
2.723620908E2,-3.835787355E-1,-2.781543875E0,-1.423598206E0
2.723720198E2,-2.189260032E-1,-2.639620841E0,-1.589332856E0
2.723819488E2,-1.406535848E-2,-2.445195658E0,-1.682509407E0
2.723918788E2,1.460527850E-1,-2.225267259E0,-1.597904874E0
2.724018077E2,3.001462406E-1,-1.758961167E0,-1.681907144E0
2.724117377E2,3.030014360E-1,-1.197940705E0,-1.677734571E0
2.724216668E2,2.603856310E-1,-5.492552787E-1,-1.731861076E0
